"ASSOCIATIONID","ASSOCIATION","MONTH","YEAR","CLOSEDLISTINGS","PENDINGLISTINGS","ACTIVELISTINGS","AVERAGELISTINGPRICE","MEDIANLISTINGPRICE","AVERAGECLOSINGPRICE","MEDIANCLOSINGPRICE","TOTALDOLLARSSOLD","AVERAGEDAYSONMARKET"
4355,"REALTOR® Association of Southern Kentucky",1,2016,121,265,819,227821,164900,136591,118500,16527519,141
4370,"Somerset-Lake Cumberland Board of REALTORS®",1,2016,44,5,744,155425,99000,101802,83250,4479300,120
4275,"South Central Kentucky Association of REALTORS®",1,2016,26,44,190,146854,129950,132104,105750,3434700,176
4240,"Ashland Area Board of REALTORS®",12,2015,58,10,700,154520,119900,111659,91550,6766246,155
4250,"Central Kentucky Association of REALTORS®",12,2015,54,,332,164649,,111361,88000,6013514,149
4245,"Eastern Kentucky Association of REALTORS®",12,2015,41,25,705,178259,135000,108709,95000,4457086,197
4300,"Greater Louisville Association of REALTORS®",12,2015,1258,,,,,199658,159900,251170148,61
4335,"Greater Owensboro Board of REALTORS®",12,2015,99,101,366,145006,122900,138193,116500,13681130,102
4375,"Heart of Kentucky Association of REALTORS®",12,2015,150,291,1060,185688,159700,141944,132250,21291634,127
4280,"Henderson-Audubon Board of REALTORS®",12,2015,25,37,92,145851,107450,124196,116000,3104900,109
4285,"Hopkinsville-Christian Board of REALTORS®",12,2015,25,23,264,92416,99000,78000,69102,1950002,111
4290,"Kentucky-Barkley Lakes Board of REALTORS®",12,2015,26,4,283,194590,139900,125718,89450,3268687,215
4295,"Lexington Bluegrass Association of REALTORS®",12,2015,919,709,4417,243484,159000,186129,148950,171052927,78
4310,"Madisonville-Hopkins Board of REALTORS®",12,2015,27,47,222,146897,127950,143419,125000,3685100,118
4315,"Mayfield-Graves Board of REALTORS®",12,2015,19,,25,122304,97000,154584,67500,2937100,230
4320,"Murray Calloway County Board of REALTORS®",12,2015,36,6,128,258993,165495,138138,114000,4973000,193
4325,"Northern Kentucky Association of REALTORS®",12,2015,537,362,1901,232957,156990,162381,140000,87198733,73
4330,"Old Kentucky Home Board of REALTORS®",12,2015,53,19,236,192723,164450,115680,110000,6131059,107
4340,"Paducah Board of REALTORS®",12,2015,72,18,467,207846,146500,157345,123500,11328899,129
4345,"Pennyrile Board of REALTORS®",12,2015,29,,,,,143717,114000,4167800,175
4355,"REALTOR® Association of Southern Kentucky",12,2015,167,268,861,222039,159900,162988,145000,27220669,143
4370,"Somerset-Lake Cumberland Board of REALTORS®",12,2015,72,13,746,179915,139900,114479,100500,8242497,156
4275,"South Central Kentucky Association of REALTORS®",12,2015,32,41,207,144566,127500,126886,113350,4060351,134
4240,"Ashland Area Board of REALTORS®",11,2015,59,21,745,159619,119900,120308,98000,7098215,196
4250,"Central Kentucky Association of REALTORS®",11,2015,44,,367,164500,129900,109274,104500,4808058,140
4245,"Eastern Kentucky Association of REALTORS®",11,2015,41,30,742,176492,134950,111969,85000,4590750,267
4300,"Greater Louisville Association of REALTORS®",11,2015,1041,,,,,189030,152500,196779789,59
4335,"Greater Owensboro Board of REALTORS®",11,2015,98,96,413,182394,138900,151269,130950,14296213,90
4375,"Heart of Kentucky Association of REALTORS®",11,2015,151,278,1100,186310,158750,150456,145900,22718974,128
4280,"Henderson-Audubon Board of REALTORS®",11,2015,19,40,92,149132,111450,132325,115000,2514175,115
4285,"Hopkinsville-Christian Board of REALTORS®",11,2015,19,19,244,143647,127200,127211,118000,2417000,127
4290,"Kentucky-Barkley Lakes Board of REALTORS®",11,2015,23,4,251,182645,134900,130191,123000,2994399,168
4295,"Lexington Bluegrass Association of REALTORS®",11,2015,815,889,4783,247642,164900,173938,135000,141759504,78
4310,"Madisonville-Hopkins Board of REALTORS®",11,2015,49,35,241,145198,127900,103553,110000,2795925,115
4315,"Mayfield-Graves Board of REALTORS®",11,2015,28,,133,148066,109500,104536,77750,2927009,104
4320,"Murray Calloway County Board of REALTORS®",11,2015,14,5,172,256791,164945,149014,147000,2086200,134
4325,"Northern Kentucky Association of REALTORS®",11,2015,402,468,2106,232540,155400,159983,142150,64313091,72
4330,"Old Kentucky Home Board of REALTORS®",11,2015,43,8,,,,126322,135300,5431850,131
4340,"Paducah Board of REALTORS®",11,2015,56,26,512,206896,139900,142572,126950,7984035,133
4345,"Pennyrile Board of REALTORS®",11,2015,15,,,,,106333,76000,1595001,186
4355,"REALTOR® Association of Southern Kentucky",11,2015,165,289,924,218082,159900,145619,128000,23952915,118
4370,"Somerset-Lake Cumberland Board of REALTORS®",11,2015,42,9,741,180330,139900,132586,116200,5568600,100
4275,"South Central Kentucky Association of REALTORS®",11,2015,20,53,205,151349,134500,144525,123000,2890500,170
4240,"Ashland Area Board of REALTORS®",10,2015,95,22,744,160305,119900,104407,90000,9918724,150
4250,"Central Kentucky Association of REALTORS®",10,2015,52,,405,172447,129900,143866,132000,7481061,133
4245,"Eastern Kentucky Association of REALTORS®",10,2015,45,41,801,176096,135000,118129,97500,5315810,243
4300,"Greater Louisville Association of REALTORS®",10,2015,1416,,,,,190086,156000,269161098,52
4335,"Greater Owensboro Board of REALTORS®",10,2015,138,131,447,150575,134900,145291,131500,20050190,99
4375,"Heart of Kentucky Association of REALTORS®",10,2015,218,300,1195,185252,154900,137700,123500,30018661,124
4280,"Henderson-Audubon Board of REALTORS®",10,2015,30,47,152,121915,110138,116016,104750,3480499,127
4285,"Hopkinsville-Christian Board of REALTORS®",10,2015,27,22,259,145288,122900,109039,103500,2944055,132
4290,"Kentucky-Barkley Lakes Board of REALTORS®",10,2015,24,12,249,187359,139900,142404,125875,3417707,161
4295,"Lexington Bluegrass Association of REALTORS®",10,2015,1056,1003,5168,250032,168900,184889,145000,195242471,77
4310,"Madisonville-Hopkins Board of REALTORS®",10,2015,45,46,249,143683,129900,92513,78000,4163100,114
4315,"Mayfield-Graves Board of REALTORS®",10,2015,26,0,29,98602,70450,89125,60650,2317250,120
4320,"Murray Calloway County Board of REALTORS®",10,2015,23,2,151,264418,167900,203965,213000,4691200,107
4325,"Northern Kentucky Association of REALTORS®",10,2015,563,525,2306,232270,159250,173747,144000,97819438,76
4330,"Old Kentucky Home Board of REALTORS®",10,2015,60,42,247,191290,164900,129636,120750,7778183,133
4340,"Paducah Board of REALTORS®",10,2015,64,29,580,213571,144200,146841,135500,9397850,126
4345,"Pennyrile Board of REALTORS®",10,2015,30,,,,,146617,113750,4398500,181
4355,"REALTOR® Association of Southern Kentucky",10,2015,197,309,998,223279,161000,155912,138000,30714676,126
4370,"Somerset-Lake Cumberland Board of REALTORS®",10,2015,81,7,739,154709,93900,115688,114500,9370751,189
4275,"South Central Kentucky Association of REALTORS®",10,2015,33,52,203,153482,134500,129058,116000,4258900,139
4240,"Ashland Area Board of REALTORS®",9,2015,90,17,791,157508,119000,117898,87775,10610837,178
4250,"Central Kentucky Association of REALTORS®",9,2015,62,,423,177895,131000,141623,107500,8307650,160
4245,"Eastern Kentucky Association of REALTORS®",9,2015,58,42,793,178205,139000,147504,120000,8555264,173
4300,"Greater Louisville Association of REALTORS®",9,2015,1444,,,,,183823,152000,265440668,48
4335,"Greater Owensboro Board of REALTORS®",9,2015,125,155,467,157662,134500,151956,129900,18994456,91
4375,"Heart of Kentucky Association of REALTORS®",9,2015,179,331,1249,185230,158500,146772,135000,26272355,115
4280,"Henderson-Audubon Board of REALTORS®",9,2015,36,51,149,124458,80000,117421,100000,4109750,171
4285,"Hopkinsville-Christian Board of REALTORS®",9,2015,47,28,235,147190,122000,129685,112500,6095173,143
4290,"Kentucky-Barkley Lakes Board of REALTORS®",9,2015,36,9,276,198470,149900,121671,99950,4380186,138
4295,"Lexington Bluegrass Association of REALTORS®",9,2015,1072,1121,5436,247976,165900,179895,150000,192847505,74
4310,"Madisonville-Hopkins Board of REALTORS®",9,2015,26,55,237,147411,129900,111381,111000,2895900,151
4315,"Mayfield-Graves Board of REALTORS®",9,2015,27,2,21,112400,99000,99922,93000,2697900,131
4320,"Murray Calloway County Board of REALTORS®",9,2015,29,32,235,249657,165000,147858,128000,4287900,108
4325,"Northern Kentucky Association of REALTORS®",9,2015,545,570,2398,232343,159000,164872,139900,89855349,70
4330,"Old Kentucky Home Board of REALTORS®",9,2015,47,46,263,186234,155000,137607,118825,6467575,124
4340,"Paducah Board of REALTORS®",9,2015,85,19,585,219577,147500,175638,150000,14929250,137
4345,"Pennyrile Board of REALTORS®",9,2015,40,,,,,155181,154250,6207250,233
4355,"REALTOR® Association of Southern Kentucky",9,2015,230,363,1046,221416,159900,163911,139000,37699542,119
4370,"Somerset-Lake Cumberland Board of REALTORS®",9,2015,67,12,1560,158899,97500,130128,120000,8718600,154
4275,"South Central Kentucky Association of REALTORS®",9,2015,30,47,208,162556,139000,131297,119000,3938900,155
4240,"Ashland Area Board of REALTORS®",8,2015,78,34,806,154093,119500,118908,109000,9274879,163
4250,"Central Kentucky Association of REALTORS®",8,2015,74,,421,178358,,137184,125250,9392268,167
4245,"Eastern Kentucky Association of REALTORS®",8,2015,49,58,815,180778,140000,122273,103000,5991425,224
4300,"Greater Louisville Association of REALTORS®",8,2015,1576,,,,,200086,162000,315335327,52
4335,"Greater Owensboro Board of REALTORS®",8,2015,145,168,475,184360,122400,150442,119900,21814052,95
4375,"Heart of Kentucky Association of REALTORS®",8,2015,225,343,1283,186244,159900,155817,142900,35059011,136
4280,"Henderson-Audubon Board of REALTORS®",8,2015,30,48,117,114173,79500,110395,87700,3311851,120
4285,"Hopkinsville-Christian Board of REALTORS®",8,2015,42,43,279,144280,120000,140610,129500,5905600,154
4290,"Kentucky-Barkley Lakes Board of REALTORS®",8,2015,24,12,250,207383,154200,123287,121250,2958900,158
4295,"Lexington Bluegrass Association of REALTORS®",8,2015,1165,1168,5635,243566,167900,185788,152500,216443486,72
4310,"Madisonville-Hopkins Board of REALTORS®",8,2015,30,48,224,143366,119950,105089,89050,3152675,155
4315,"Mayfield-Graves Board of REALTORS®",8,2015,17,0,21,104300,74900,98641,74900,1676900,119
4320,"Murray Calloway County Board of REALTORS®",8,2015,38,41,210,256342,165174,160031,132450,6081184,138
4325,"Northern Kentucky Association of REALTORS®",8,2015,612,592,2465,263167,159900,163312,142500,110714571,62
4330,"Old Kentucky Home Board of REALTORS®",8,2015,58,31,285,181722,159480,162948,156250,9450984,128
4340,"Paducah Board of REALTORS®",8,2015,78,43,632,222876,149700,145859,136750,11377050,143
4345,"Pennyrile Board of REALTORS®",8,2015,39,,,,,134638,133000,5250900,183
4355,"REALTOR® Association of Southern Kentucky",8,2015,241,388,1075,223391,164000,155522,134900,37481003,108
4370,"Somerset-Lake Cumberland Board of REALTORS®",8,2015,94,10,1616,157243,99250,132302,121750,12436357,198
4275,"South Central Kentucky Association of REALTORS®",8,2015,23,44,206,162108,138000,118885,108000,2734350,208
4240,"Ashland Area Board of REALTORS®",7,2015,84,22,792,156581,119900,107178,91750,9003011,116
4250,"Central Kentucky Association of REALTORS®",7,2015,68,,434,178483,129950,118804,106000,7602673,125
4245,"Eastern Kentucky Association of REALTORS®",7,2015,41,48,808,181588,139900,115787,100000,4747281,256
4300,"Greater Louisville Association of REALTORS®",7,2015,1707,,,,,192189,160000,328066023,49
4335,"Greater Owensboro Board of REALTORS®",7,2015,134,172,468,148534,120450,143580,119000,19239767,102
4375,"Heart of Kentucky Association of REALTORS®",7,2015,209,380,1300,187962,159900,155502,145000,32500033,147
4280,"Henderson-Audubon Board of REALTORS®",7,2015,38,46,132,131046,91450,137347,117050,5219201,96
4285,"Hopkinsville-Christian Board of REALTORS®",7,2015,47,42,226,151284,122450,118470,104000,5568092,148
4290,"Kentucky-Barkley Lakes Board of REALTORS®",7,2015,41,3,270,205986,149900,141282,135000,5792570,140
4295,"Lexington Bluegrass Association of REALTORS®",7,2015,1334,1260,5666,240022,168500,180991,150000,241442314,69
4310,"Madisonville-Hopkins Board of REALTORS®",7,2015,50,37,221,141258,119900,118787,113500,5939333,157
4315,"Mayfield-Graves Board of REALTORS®",7,2015,30,1,40,105816,77400,98395,78000,2951850,213
4320,"Murray Calloway County Board of REALTORS®",7,2015,38,44,176,273390,183700,143438,114550,5450674,158
4325,"Northern Kentucky Association of REALTORS®",7,2015,671,705,2493,231371,160000,171692,150000,115205653,66
4330,"Old Kentucky Home Board of REALTORS®",7,2015,65,50,272,189257,164900,140904,135000,9158800,135
4340,"Paducah Board of REALTORS®",7,2015,109,36,634,226416,154900,184884,155000,20152751,130
4345,"Pennyrile Board of REALTORS®",7,2015,35,,,,,137914,108000,4827001,224
4355,"REALTOR® Association of Southern Kentucky",7,2015,215,377,1100,229557,164900,158465,138000,34070127,127
4370,"Somerset-Lake Cumberland Board of REALTORS®",7,2015,85,14,874,180751,145900,132157,121000,11233352,118
4275,"South Central Kentucky Association of REALTORS®",7,2015,44,38,196,166262,139450,132606,120000,5834655,130
4240,"Ashland Area Board of REALTORS®",6,2015,100,21,794,156670,119900,129119,121250,12911979,146
4250,"Central Kentucky Association of REALTORS®",6,2015,47,,455,172012,129900,133363,122500,6268088,123
4245,"Eastern Kentucky Association of REALTORS®",6,2015,55,47,770,180335,139500,140910,112000,7750094,169
4300,"Greater Louisville Association of REALTORS®",6,2015,1835,,,,,205676,168000,377415026,55
4335,"Greater Owensboro Board of REALTORS®",6,2015,143,147,455,160673,134900,156319,126100,22353625,96
4375,"Heart of Kentucky Association of REALTORS®",6,2015,207,370,1344,189237,159375,145364,132000,30090553,160
4280,"Henderson-Audubon Board of REALTORS®",6,2015,40,42,133,132591,99000,135135,116700,5405417,111
4285,"Hopkinsville-Christian Board of REALTORS®",6,2015,44,43,256,156164,130000,136980,134700,6027100,142
4290,"Kentucky-Barkley Lakes Board of REALTORS®",6,2015,40,10,246,218206,159250,146323,125150,5852950,189
4295,"Lexington Bluegrass Association of REALTORS®",6,2015,1346,1381,5666,238623,169000,189924,155000,255637322,75
4310,"Madisonville-Hopkins Board of REALTORS®",6,2015,36,46,220,138272,114900,148528,124950,5347000,165
4315,"Mayfield-Graves Board of REALTORS®",6,2015,33,2,51,118621,87900,101378,98000,3345500,120
4320,"Murray Calloway County Board of REALTORS®",6,2015,47,34,239,252503,165900,142677,137000,6705828,131
4325,"Northern Kentucky Association of REALTORS®",6,2015,629,958,2586,230292,159900,177230,146000,111447389,68
4330,"Old Kentucky Home Board of REALTORS®",6,2015,70,51,277,187038,160000,139809,126900,9786650,179
4340,"Paducah Board of REALTORS®",6,2015,100,34,657,228086,154000,154341,144200,15434170,125
4345,"Pennyrile Board of REALTORS®",6,2015,34,,,,,142438,111750,4842900,145
4355,"REALTOR® Association of Southern Kentucky",6,2015,253,390,1072,229411,166950,169197,141900,42807087,136
4370,"Somerset-Lake Cumberland Board of REALTORS®",6,2015,74,16,883,181345,149000,150551,112500,8920775,161
4275,"South Central Kentucky Association of REALTORS®",6,2015,27,44,186,167278,144900,124637,117000,3365200,145
4240,"Ashland Area Board of REALTORS®",5,2015,86,29,1148,153279,98250,134972,116000,11607641,139
4250,"Central Kentucky Association of REALTORS®",5,2015,44,,413,174911,132500,133968,116000,5894600,188
4245,"Eastern Kentucky Association of REALTORS®",5,2015,48,47,770,180335,139500,121818,89500,5847300,190
4300,"Greater Louisville Association of REALTORS®",5,2015,1469,,,,,197951,164000,290789910,60
4335,"Greater Owensboro Board of REALTORS®",5,2015,128,138,432,151686,124900,165487,139950,21182319,101
4375,"Heart of Kentucky Association of REALTORS®",5,2015,177,392,1358,136872,124900,132067,122000,23376028,142
4280,"Henderson-Audubon Board of REALTORS®",5,2015,22,34,108,160833,131950,135543,108700,2981950,98
4285,"Hopkinsville-Christian Board of REALTORS®",5,2015,48,42,260,148225,119450,124539,119000,5977850,168
4290,"Kentucky-Barkley Lakes Board of REALTORS®",5,2015,35,10,282,204451,149900,138878,113900,4860750,183
4295,"Lexington Bluegrass Association of REALTORS®",5,2015,1140,1406,5589,238152,165950,191334,153000,218120740,80
4310,"Madisonville-Hopkins Board of REALTORS®",5,2015,46,39,222,149150,124900,129326,110250,5949006,123
4315,"Mayfield-Graves Board of REALTORS®",5,2015,30,1,36,119090,95325,137447,89450,4123425,129
4320,"Murray Calloway County Board of REALTORS®",5,2015,52,47,196,254584,165174,129360,121750,6726400,123
4325,"Northern Kentucky Association of REALTORS®",5,2015,562,654,2604,227528,157650,168016,144000,94425065,72
4330,"Old Kentucky Home Board of REALTORS®",5,2015,64,49,289,187603,159900,143585,116000,9189460,136
4340,"Paducah Board of REALTORS®",5,2015,79,48,640,228387,155000,155746,118500,12303950,145
4345,"Pennyrile Board of REALTORS®",5,2015,39,,,,,151551,125000,5910500,213
4355,"REALTOR® Association of Southern Kentucky",5,2015,214,410,1026,226108,159900,158727,142250,33967688,122
4370,"Somerset-Lake Cumberland Board of REALTORS®",5,2015,81,15,870,183872,149000,169889,110000,10278025,196
4275,"South Central Kentucky Association of REALTORS®",5,2015,36,44,193,166162,144900,114839,117000,4134200,151
4240,"Ashland Area Board of REALTORS®",4,2015,81,24,788,159595,119900,117301,102000,8483688,159
4250,"Central Kentucky Association of REALTORS®",4,2015,52,,392,172027,129900,114257,111000,5941365,127
4245,"Eastern Kentucky Association of REALTORS®",4,2015,39,47,770,180335,139500,95371,85000,3719499,227
4300,"Greater Louisville Association of REALTORS®",4,2015,1324,,,,,192871,149250,255360780,74
4335,"Greater Owensboro Board of REALTORS®",4,2015,107,164,414,139299,129900,134061,123500,14344524,109
4375,"Heart of Kentucky Association of REALTORS®",4,2015,187,394,1301,185541,157900,141954,138000,26545515,158
4280,"Henderson-Audubon Board of REALTORS®",4,2015,43,26,78,172251,139950,121284,97900,5215250,114
4285,"Hopkinsville-Christian Board of REALTORS®",4,2015,25,48,262,143866,114900,132707,139900,3317684,132
4290,"Kentucky-Barkley Lakes Board of REALTORS®",4,2015,29,6,287,191154,149900,144786,124000,4198800,187
4295,"Lexington Bluegrass Association of REALTORS®",4,2015,963,1392,5439,231710,160000,170421,136000,164115701,92
4310,"Madisonville-Hopkins Board of REALTORS®",4,2015,39,60,223,142750,119900,109310,105000,4263100,155
4315,"Mayfield-Graves Board of REALTORS®",4,2015,7,1,25,128200,99900,56808,67500,397660,92
4320,"Murray Calloway County Board of REALTORS®",4,2015,16,45,215,242946,165000,178918,181000,2862700,212
4325,"Northern Kentucky Association of REALTORS®",4,2015,534,694,2774,230501,159000,150903,133000,80582143,86
4330,"Old Kentucky Home Board of REALTORS®",4,2015,52,69,277,191970,169000,140722,130700,7317550,185
4340,"Paducah Board of REALTORS®",4,2015,63,45,606,227592,152700,141679,103000,8925817,129
4345,"Pennyrile Board of REALTORS®",4,2015,27,,,,,200389,138000,5410500,273
4355,"REALTOR® Association of Southern Kentucky",4,2015,169,417,952,230046,159950,155117,139500,26214904,136
4370,"Somerset-Lake Cumberland Board of REALTORS®",4,2015,80,9,829,181280,147900,104205,98000,8336404,188
4275,"South Central Kentucky Association of REALTORS®",4,2015,23,42,191,163522,143900,102986,109500,2368675,207
4240,"Ashland Area Board of REALTORS®",3,2015,93,14,801,158812,119900,106488,80000,9706387,139
4250,"Central Kentucky Association of REALTORS®",3,2015,44,,396,173087,134900,107268,88500,4719800,161
4245,"Eastern Kentucky Association of REALTORS®",3,2015,38,47,770,180335,139500,119915,116000,4556800,224
4300,"Greater Louisville Association of REALTORS®",3,2015,1140,,,,,186661,150000,212793650,72
4335,"Greater Owensboro Board of REALTORS®",3,2015,113,137,372,126326,109000,120973,105000,13267534,111
4375,"Heart of Kentucky Association of REALTORS®",3,2015,174,366,1293,186967,159900,140276,129500,24408181,134
4280,"Henderson-Audubon Board of REALTORS®",3,2015,38,29,118,166443,137900,143986,140888,5471494,98
4285,"Hopkinsville-Christian Board of REALTORS®",3,2015,44,25,259,142224,114900,117213,117375,5157350,180
4290,"Kentucky-Barkley Lakes Board of REALTORS®",3,2015,25,10,273,198578,152500,104883,99000,2622099,160
4295,"Lexington Bluegrass Association of REALTORS®",3,2015,884,1142,5284,224370,159650,176291,145000,155841591,95
4310,"Madisonville-Hopkins Board of REALTORS®",3,2015,37,57,216,131261,109900,108955,106000,4031350,156
4315,"Mayfield-Graves Board of REALTORS®",3,2015,25,4,26,138159,104950,82234,65400,2055854,151
4320,"Murray Calloway County Board of REALTORS®",3,2015,28,12,240,238327,166950,130863,105000,3664165,176
4325,"Northern Kentucky Association of REALTORS®",3,2015,501,633,2364,232533,154900,162154,140500,81239028,85
4330,"Old Kentucky Home Board of REALTORS®",3,2015,37,59,274,183519,158450,121270,113500,4123190,137
4340,"Paducah Board of REALTORS®",3,2015,60,35,587,223907,151000,166058,135000,9963525,177
4345,"Pennyrile Board of REALTORS®",3,2015,31,,,,,109048,72500,3380491,196
4355,"REALTOR® Association of Southern Kentucky",3,2015,168,338,934,226551,159900,164277,134950,27598686,163
4370,"Somerset-Lake Cumberland Board of REALTORS®",3,2015,63,18,777,175004,139900,109263,85860,6883558,176
4275,"South Central Kentucky Association of REALTORS®",3,2015,27,36,184,165651,144900,121257,94500,3273950,232
4240,"Ashland Area Board of REALTORS®",2,2015,61,29,1056,150042,99000,94506,70000,5764866,205
4250,"Central Kentucky Association of REALTORS®",2,2015,39,,381,171094,135000,106979,96200,4172189,140
4245,"Eastern Kentucky Association of REALTORS®",2,2015,28,47,770,180335,139500,155002,107750,4340060,233
4300,"Greater Louisville Association of REALTORS®",2,2015,848,,,,,172540,144000,145997385,74
4335,"Greater Owensboro Board of REALTORS®",2,2015,91,110,399,124887,91200,118661,89900,10798133,121
4375,"Heart of Kentucky Association of REALTORS®",2,2015,132,326,1270,181941,154900,161966,133500,21379539,146
4280,"Henderson-Audubon Board of REALTORS®",2,2015,26,61,132,140937,111000,105394,94900,2740244,122
4285,"Hopkinsville-Christian Board of REALTORS®",2,2015,24,28,247,123104,115000,115604,112450,2774500,193
4290,"Kentucky-Barkley Lakes Board of REALTORS®",2,2015,19,8,252,188925,149900,110580,78000,2101022,177
4295,"Lexington Bluegrass Association of REALTORS®",2,2015,651,919,4934,219762,158400,170370,138000,110910615,93
4310,"Madisonville-Hopkins Board of REALTORS®",2,2015,38,57,218,130026,109900,99542,87125,3782600,155
4315,"Mayfield-Graves Board of REALTORS®",2,2015,17,0,23,140713,82900,75414,59000,1282040,136
4320,"Murray Calloway County Board of REALTORS®",2,2015,20,11,177,223178,162500,138670,129500,2773415,124
4325,"Northern Kentucky Association of REALTORS®",2,2015,304,539,2263,232487,150000,152404,131750,46330945,84
4330,"Old Kentucky Home Board of REALTORS®",2,2015,24,29,327,173884,145000,110000,90950,2649600,141
4340,"Paducah Board of REALTORS®",2,2015,60,28,579,207460,144900,145015,113750,8700900,131
4345,"Pennyrile Board of REALTORS®",2,2015,14,,,,,166214,120000,2327000,156
4355,"REALTOR® Association of Southern Kentucky",2,2015,131,284,935,218614,155000,142121,125000,18617898,152
4370,"Somerset-Lake Cumberland Board of REALTORS®",2,2015,51,9,1325,144127,99000,159551,123000,8137100,133
4275,"South Central Kentucky Association of REALTORS®",2,2015,18,35,180,162520,139700,98170,108500,1767060,153
4240,"Ashland Area Board of REALTORS®",1,2015,73,28,1100,149565,98000,117271,89000,8560783,157
4250,"Central Kentucky Association of REALTORS®",1,2015,35,,389,177364,136900,79568,75000,2784901,141
4245,"Eastern Kentucky Association of REALTORS®",1,2015,41,47,770,180335,139500,111903,105000,4588037,248
4300,"Greater Louisville Association of REALTORS®",1,2015,869,,,,,166475,136000,144666547,73
4335,"Greater Owensboro Board of REALTORS®",1,2015,74,122,430,119877,97450,115566,96750,8551901,94
4375,"Heart of Kentucky Association of REALTORS®",1,2015,108,314,1337,152778,134400,146443,127750,15815910,185
4280,"Henderson-Audubon Board of REALTORS®",1,2015,22,57,108,131015,114250,123321,112050,2713077,113
4285,"Hopkinsville-Christian Board of REALTORS®",1,2015,24,24,246,146177,121450,111415,93000,2673950,146
4290,"Kentucky-Barkley Lakes Board of REALTORS®",1,2015,21,4,263,183499,149900,119224,85000,2503719,190
4295,"Lexington Bluegrass Association of REALTORS®",1,2015,571,883,5306,216485,154900,167767,134900,95795144,91
4310,"Madisonville-Hopkins Board of REALTORS®",1,2015,24,37,227,122149,91900,112694,79950,2704644,142
4315,"Mayfield-Graves Board of REALTORS®",1,2015,22,0,36,111877,74950,103768,81500,2282900,173
4320,"Murray Calloway County Board of REALTORS®",1,2015,19,2,157,233371,167900,160631,142500,3052000,156
4325,"Northern Kentucky Association of REALTORS®",1,2015,290,438,2310,228253,149000,144445,126250,41889171,76
4330,"Old Kentucky Home Board of REALTORS®",1,2015,37,52,322,179387,145950,155498,111500,5753429,173
4340,"Paducah Board of REALTORS®",1,2015,40,42,597,208343,139900,127878,128000,5115133,119
4345,"Pennyrile Board of REALTORS®",1,2015,12,,,,,149867,78000,1798400,239
4355,"REALTOR® Association of Southern Kentucky",1,2015,125,278,960,209604,149900,155121,123000,19390134,178
4370,"Somerset-Lake Cumberland Board of REALTORS®",1,2015,38,16,747,166977,109900,128027,99500,4865033,181
4275,"South Central Kentucky Association of REALTORS®",1,2015,15,33,191,155714,135000,134973,103200,2024600,199
4240,"Ashland Area Board of REALTORS®",12,2014,60,15,707,158258,122900,105427,85450,6325440,152
4250,"Central Kentucky Association of REALTORS®",12,2014,63,,599,170484,128900,120700,90800,7604116,224
4245,"Eastern Kentucky Association of REALTORS®",12,2014,41,,,,,131933,112000,5409260,208
4300,"Greater Louisville Association of REALTORS®",12,2014,1093,,,,,166594,131620,182086737,72
4335,"Greater Owensboro Board of REALTORS®",12,2014,93,95,573,129490,124900,123813,118500,11514578,102
4375,"Heart of Kentucky Association of REALTORS®",12,2014,150,268,1367,,,136417,125000,20462556,152
4280,"Henderson-Audubon Board of REALTORS®",12,2014,30,,,,,111683,90750,3350491,116
4285,"Hopkinsville-Christian Board of REALTORS®",12,2014,40,24,255,143349,127000,125776,97450,5031054,185
4290,"Kentucky-Barkley Lakes Board of REALTORS®",12,2014,20,,,,,179375,104500,3587500,166
4295,"Lexington Bluegrass Association of REALTORS®",12,2014,820,,,,,174011,139900,142689214,93
4310,"Madisonville-Hopkins Board of REALTORS®",12,2014,26,48,238,128276,105500,138896,119000,3611300,129
4315,"Mayfield-Graves Board of REALTORS®",12,2014,27,2,19,125628,74900,98582,90200,2661720,138
4320,"Murray Calloway County Board of REALTORS®",12,2014,34,3,195,231332,164900,127698,118250,4341750,144
4325,"Northern Kentucky Association of REALTORS®",12,2014,397,306,2337,224565,149000,160127,135000,63570564,79
4330,"Old Kentucky Home Board of REALTORS®",12,2014,55,25,322,174532,144200,133340,115000,7200400,106
4340,"Paducah Board of REALTORS®",12,2014,57,27,617,188278,134900,115112,92000,6561420,159
4345,"Pennyrile Board of REALTORS®",12,2014,19,,,,,129147,90000,2453800,220
4355,"REALTOR® Association of Southern Kentucky",12,2014,144,237,1036,211696,149900,158373,143450,22805798,137
4370,"Somerset-Lake Cumberland Board of REALTORS®",12,2014,55,7,755,167670,134900,123742,115000,6805787,152
4275,"South Central Kentucky Association of REALTORS®",12,2014,27,28,190,154111,129950,125348,109000,3384401,190
4240,"Ashland Area Board of REALTORS®",11,2014,47,,,,,105120,104000,4942990,173
4250,"Central Kentucky Association of REALTORS®",11,2014,58,,,,,102477,87600,5533791,132
4245,"Eastern Kentucky Association of REALTORS®",11,2014,34,,,,,115098,90000,3913339,194
4300,"Greater Louisville Association of REALTORS®",11,2014,997,,,,,177101,146000,233127957,60
4335,"Greater Owensboro Board of REALTORS®",11,2014,116,105,573,127614,118875,143270,117250,16981578,121
4375,"Heart of Kentucky Association of REALTORS®",11,2014,148,,,,,138524,131950,20501638,134
4280,"Henderson-Audubon Board of REALTORS®",11,2014,19,6,56,142225,114900,135447,110000,2573500,110
